Otu,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU3337,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU585,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU1532,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marivirga,Marivirga sp. JLT2000
OTU3002,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2739,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter franzmannii
OTU2983,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,na
OTU942,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na,na
OTU2748,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,na
OTU3240,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
OTU1932,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU903,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,na,na
OTU2947,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Lactonifactor,Lactonifactor longoviformis
OTU2679,Bacteria,na,na,na,na,na,na
OTU400,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2157,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU3905,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU1644,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2001,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes
OTU288,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3425,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
OTU63,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,na,na
OTU3631,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU643,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU575,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio ruminis
OTU3922,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU2182;OTU1777,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,na,na
OTU795,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,na
OTU413,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospira multipara
OTU1252,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2010,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Leptospira,na
OTU437,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2486,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,na
OTU2680,Bacteria,na,na,na,na,na,na
OTU168,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,na
OTU2177,Bacteria,Proteobacteria,na,na,na,na,na
OTU3356,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Tepidibacter,na
OTU1349,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3099,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,na
OTU546,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,na,na,na
OTU2792,Bacteria,Proteobacteria,Alphaproteobacteria,na,na,na,na
OTU1271,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU1518,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1969,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
OTU2567,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,na,na
OTU3264,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,na
OTU3464,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU563,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
OTU3477,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU2760,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,na,na,na
OTU3805,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis
OTU2096,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,na,na
OTU391,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU793,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU901,Bacteria,na,na,na,na,na,na
OTU529,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus
OTU3835,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium,Hydrogenoanaerobacterium saccharovorans
OTU2756,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU3911,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2734,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis
OTU1897,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Tepidibacter,na
OTU1482,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,na
OTU1943,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU60,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
OTU1409,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,na,na
OTU732,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2438,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU1569,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2324,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Lactonifactor,Lactonifactor longoviformis
OTU1859,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU2103,Bacteria,na,na,na,na,na,na
OTU27,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,na
OTU91,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,na
OTU2631,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU980,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium
OTU905,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1060,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU31,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] obeum
OTU3846,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
OTU2971,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
OTU315,Bacteria,na,na,na,na,na,na
OTU1736,Bacteria,na,na,na,na,na,na
OTU1335,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU2902,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU3666,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3098,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2104,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1003,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU1022,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU335,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU822,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Brassicibacter,Brassicibacter mesophilus
OTU3604,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU3316,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1293,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU3527,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU382,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,Anaerofustis stercorihominis
OTU1463,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU2576,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans
OTU574,Bacteria,Firmicutes,na,na,na,na,na
OTU82,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,na
OTU3730,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium mayombei
OTU3325,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1618,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. T-1-35
OTU760,Bacteria,Proteobacteria,Alphaproteobacteria,na,na,na,na
OTU2288,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1327,Bacteria,na,na,na,na,na,na
OTU1417,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU586,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium coprostanoligenes
OTU1605,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,na,na
OTU100,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,na,na
OTU3355,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU113,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU2914,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,na
OTU484,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU2229;OTU1215,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,na,na
OTU2849,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3919,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3737,Bacteria,Proteobacteria,na,na,na,na,na
OTU644,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. UB-B.2
OTU3819,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2270,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum,na
OTU2159,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU311,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,na,na
OTU745,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU3113,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,na,na
OTU3091,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia schinkii
OTU472,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor,na
OTU203,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,Butyricimonas virosa
OTU3353,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU623,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,na
OTU2622,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU850,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na,na
OTU97,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes
OTU631,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1210,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Allofustis,Allofustis seminis
OTU1925,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia faecis
OTU2664;OTU2403,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU2815,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU21,Bacteria,Firmicutes,na,na,na,na,na
OTU2431,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU683,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU1528,Bacteria,na,na,na,na,na,na
OTU1948,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
OTU3358,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,na
OTU2663,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU2871,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,na
OTU3315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,na,na
OTU1084,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,na
OTU2277,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,na,na
OTU96,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum
OTU3051,Bacteria,na,na,na,na,na,na
OTU2522,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma taiwanense
OTU3312,Bacteria,na,na,na,na,na,na
OTU2312,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU3185,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces hebeiensis
OTU2874,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2516,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU605,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU694,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,na
OTU3759,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1258,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,na,na
OTU1594,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,na
OTU1364,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
OTU2474,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU922,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,na
OTU1981,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU2810,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU1386,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU2629,Bacteria,Firmicutes,na,na,na,na,na
OTU1731,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,na
OTU15,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium
OTU2478,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
OTU3693,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium mayombei
OTU1313,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
OTU3066,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU2637,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU1292,Bacteria,na,na,na,na,na,na
OTU1681,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU1744,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Murdochiella,Murdochiella asaccharolytica
OTU2017,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
OTU2408,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1030,Bacteria,Firmicutes,na,na,na,na,na
OTU1198,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,na,na
OTU2055,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium,Hydrogenoanaerobacterium saccharovorans
OTU703,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,na
OTU287,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,na
OTU1424,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,na
OTU2391,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3871,Bacteria,na,na,na,na,na,na
OTU1247,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1143,Bacteria,na,na,na,na,na,na
OTU1444,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU2512,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU824,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1751,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
OTU2012,Bacteria,na,na,na,na,na,na
OTU881,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1696,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU325,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1975,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,na
OTU3642,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,na,na
OTU915,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3131,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
OTU3125,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1556,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU812,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans
OTU2420,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans
OTU531,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,na
OTU2111,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma parvum
OTU57,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Kiloniella,Kiloniella laminariae
OTU1005,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,na
OTU2186,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU2402,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
OTU1998,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
OTU2249,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2266,Bacteria,Firmicutes,na,na,na,na,na
OTU2415,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3023,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3484,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU3247,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3627,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU1980,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,na
OTU2108,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU2460,Bacteria,Firmicutes,Clostridia,na,na,na,na
OTU2557,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia,na
OTU2645,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU3436,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU73,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,na
OTU3661,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU3658,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU3022,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3903,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3798,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1567,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU185,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,na
OTU3523,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia faecis
OTU1596,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIV. Incertae Sedis,Anaerobranca,na
OTU609,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU2672,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Lactonifactor,Lactonifactor longoviformis
OTU3216,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU1144,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,na
OTU3578,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,na
OTU2421,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3221,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU3135,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU2350,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
OTU2079,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU465,Bacteria,na,na,na,na,na,na
OTU3491,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma taiwanense
OTU3223,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3302,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU3667,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,na
OTU2109,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
OTU2769,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1348,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,na,na
OTU774,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
OTU630,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,na
OTU874,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
OTU3554,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU275,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella corporis
OTU2721,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU1785,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
